aerolinea,codigo_vuelo,origen,destino,distancia,salida,duracion,retraso
AA,AA1749,MCO,DFW,984,2120,166,21
AA,AA1750,RNO,ORD,1671,1340,234,35
AA,AA1751,ORD,IAH,925,1311,144,50
AA,AA1758,STL,MIA,1068,1507,149,21
AA,AA1760,ELP,DFW,551,1539,94,58
AA,AA1762,MIA,ATL,595,1724,105,89
AA,AA1763,ORD,SNA,1726,1906,256,137
AA,AA1766,ORD,DTW,235,820,110,90
AA,AA1768,ORD,PHL,678,1627,117,19
AA,AA1769,PHL,ORD,678,1958,140,3
AA,AA1772,ORD,MCO,1005,943,160,83
AA,AA1774,SNA,DFW,1205,1345,167,27
AA,AA1776,DFW,PHL,1302,827,158,-20
AA,AA1779,TUL,DFW,237,829,97,46
AA,AA1784,DFW,MCO,984,1020,139,19
AA,AA1788,DFW,RDU,1062,1146,139,20
AA,AA1790,STL,DCA,719,1954,103,62
AA,AA1792,DFW,BNA,631,1028,93,6
AA,AA1796,MSY,ORD,837,1301,146,92
AA,AA1799,DTW,DFW,987,1448,176,24
AA,AA1801,DFW,PHX,868,2044,147,41
AA,AA1806,LAS,ORD,1515,125,199,39
AA,AA1807,ORD,ATL,606,2153,99,177
AA,AA1808,DFW,PBI,1103,1817,155,12
AA,AA1809,BOS,STL,1046,1712,186,23
AA,AA1812,MIA,JFK,1090,1954,141,25
AA,AA1813,TPA,STL,869,2100,141,166
AA,AA1814,ABQ,DFW,569,1105,89,89
AA,AA1815,ORD,SLC,1249,1858,211,9
AA,AA1817,MIA,SFO,2585,2046,358,14
AA,AA1822,DFW,DAY,861,1353,133,16
AA,AA1823,ORD,PBI,1144,919,206,50
AA,AA1831,MIA,TPA,204,14,51,75
AA,AA1835,ORD,SFO,1846,1550,265,0
AA,AA1842,LAS,MIA,2175,2323,256,9
AA,AA1843,ORD,SEA,1721,1424,265,164
AA,AA1845,MIA,SJU,1045,1041,153,39
AA,AA1848,DFW,BNA,631,1616,101,7
AA,AA1849,OMA,DFW,583,1806,93,-16
AA,AA1861,ORD,MCI,403,1226,85,21
AA,AA1862,DFW,SAT,247,1201,71,7
AA,AA1865,DFW,BUR,1231,1950,190,5
AA,AA1866,DFW,MCO,984,1939,134,28
AA,AA1868,DFW,ATL,732,1125,105,5
AA,AA1869,ORD,STL,258,2221,59,145
AA,AA1872,ORD,MCO,1005,1214,161,30
AA,AA1876,MIA,LGA,1097,2040,150,70
AA,AA1881,JFK,MIA,1090,1627,224,66
AA,AA1882,DFW,BOS,1562,1527,198,5
AA,AA1883,EWR,ORD,719,1213,145,63
AA,AA1884,DFW,RDU,1062,1835,131,6
AA,AA1885,RDU,DFW,1062,851,211,27
AA,AA1886,MIA,MCO,193,1447,56,63
AA,AA1891,ORD,LAX,1745,2301,253,124
AA,AA1902,OMA,DFW,583,1553,99,2
AA,AA1904,ORD,MIA,1197,2152,170,237
AA,AA1905,EWR,DFW,1372,1709,234,13
AA,AA1909,ORD,LAX,1745,1024,252,31
AA,AA1910,DEN,ORD,888,1252,181,38
AA,AA1912,DFW,SDF,733,1953,113,1
AA,AA1913,STL,LAX,1593,2017,220,47
AA,AA1914,LAS,DFW,1055,836,183,29
AA,AA1918,ORD,EWR,719,2024,113,14
AA,AA1925,DFW,SLC,988,1837,174,17
AA,AA1930,MIA,BOS,1258,1716,172,83
AA,AA1935,MCO,MIA,193,2030,74,49
AA,AA1938,MIA,TPA,204,1142,53,0
AA,AA1939,BOS,MIA,1258,1840,226,36
AA,AA1940,SNA,ORD,1726,1342,243,55
AA,AA1942,MIA,ATL,595,2232,146,98
AA,AA1945,ATL,MIA,595,1957,111,88
AA,AA1948,DFW,PHL,1302,1113,155,-2
AA,AA1951,DFW,SMF,1431,2006,219,10
AA,AA1954,LAX,SFO,337,1656,70,156
AA,AA1955,DFW,PHX,868,2229,150,29
AA,AA1956,DFW,MSY,448,1012,79,11
AA,AA1957,SFO,LAX,337,2142,83,15
AA,AA1962,DEN,DFW,641,1326,105,-4
AA,AA1964,MCI,ORD,403,2034,92,81
AA,AA1971,DCA,DFW,1192,1312,203,15
AA,AA1972,ORD,RDU,647,1756,106,77
AA,AA1974,LAX,BNA,1797,1225,226,16
AA,AA1983,PBI,DFW,1103,1816,180,11
AA,AA1990,MIA,MCO,193,1626,55,1
AA,AA1999,EWR,MIA,1086,1708,208,41
AA,AA2008,SAN,DFW,1171,1624,169,8
AA,AA2012,RNO,DFW,1345,1430,194,14
AA,AA2013,ORD,LAS,1515,740,223,8
AA,AA2014,SNA,DFW,1205,1624,172,16
AA,AA2019,LGA,STL,887,1955,159,-1
AA,AA2020,DFW,ATL,732,2145,106,11
AA,AA2023,MCI,DFW,460,1333,98,11
AA,AA2031,DFW,SJC,1438,1305,208,8
AA,AA2032,SAT,DFW,247,1724,61,50
AA,AA2034,MSP,DFW,852,1350,133,-2
AA,AA2036,SLC,DFW,988,1240,148,43
AA,AA2037,DFW,SMF,1431,2208,214,12
AA,AA2039,MIA,ORD,1197,2258,161,79
AA,AA2045,DCA,ORD,612,2043,134,47
AA,AA2050,ORD,MIA,1197,1531,170,141
AA,AA2055,DFW,BUR,1231,1436,196,52
AA,AA2057,ORD,SJU,2072,826,279,40
AA,AA2059,DFW,SLC,988,2230,166,52
AA,AA2062,MIA,BOS,1258,1025,186,16
AA,AA2065,OKC,DFW,175,626,75,26
AA,AA2073,ORD,SJU,2072,1414,281,20
AA,AA2075,EWR,DFW,1372,2105,232,82
AA,AA2078,SJU,ORD,2072,1604,294,3
AA,AA2080,DFW,XNA,281,1934,63,32
AA,AA2083,SJU,FLL,1046,1106,158,-1
AA,AA2085,ORD,MCI,403,1846,80,101
AA,AA2096,DFW,BWI,1217,1117,142,-21
AA,AA2098,PHX,ORD,1440,1112,202,19
AA,AA2110,MIA,SJU,1045,1542,144,16
AA,AA2175,DCA,MIA,920,727,164,36
AA,AA2185,IAD,MIA,921,615,167,27
AA,AA2193,DCA,DFW,1192,1032,220,107
AA,AA2194,DFW,DCA,1192,2149,156,65
AA,AA2200,SMF,DFW,1431,632,211,38
AA,AA2207,DFW,EGE,720,1730,137,32
AA,AA2218,SJC,DFW,1438,1030,190,-5
AA,AA2222,DFW,ATL,732,1518,107,-5
AA,AA2224,DFW,PBI,1103,1343,155,13
AA,AA2225,DTW,DFW,987,1203,168,16
AA,AA2226,DFW,EWR,1372,1745,190,10
AA,AA2228,HDN,DFW,769,1400,131,21
AA,AA2229,DFW,HDN,769,1139,146,15
AA,AA2232,STL,ORD,258,2103,75,58
AA,AA2238,DFW,CLT,936,1709,118,-18
AA,AA2245,STL,ORD,258,1803,101,89
AA,AA2247,ORD,RSW,1120,937,176,38
AA,AA2252,JAC,ORD,1162,1804,164,163
AA,AA2253,ORD,JAC,1162,1510,183,178
AA,AA2262,EGE,DFW,720,2012,105,292
AA,AA2278,MIA,BOS,1258,2138,159,12
AA,AA2287,DFW,EGE,720,1359,155,89
AA,AA2289,DFW,LAX,1235,2116,190,11
AA,AA2291,EGE,LAX,748,1941,130,61
AA,AA2292,LAX,EGE,748,1800,127,22
AA,AA2293,PHL,ORD,678,1546,173,44
AA,AA2296,ORD,PHL,678,1327,107,9
AA,AA2301,ORD,DFW,802,623,150,28
AA,AA2303,ORD,DFW,802,836,141,102
AA,AA2305,ORD,DFW,802,819,147,41
AA,AA2306,EGE,DFW,720,932,143,65
AA,AA2312,DFW,DTW,987,2053,145,188
AA,AA2313,ORD,DFW,802,941,151,22
AA,AA2317,ORD,DFW,802,1108,149,52
AA,AA2318,HDN,ORD,1009,1600,159,29
AA,AA2321,ORD,DFW,802,1233,145,38
AA,AA2325,ORD,DFW,802,1513,137,120
AA,AA2328,ORD,DCA,612,1129,99,18
AA,AA2329,ORD,DFW,802,1418,163,41
AA,AA2331,ORD,PSP,1652,1814,255,9
AA,AA2332,DFW,ORD,802,957,133,40
AA,AA2333,ORD,DFW,802,1517,142,4
AA,AA2336,DFW,ORD,802,1130,166,121
AA,AA2337,ORD,DFW,802,1557,133,-5
AA,AA2340,ORD,BOS,867,1455,153,73
AA,AA2341,ORD,DFW,802,1719,131,25
AA,AA2342,GUC,DFW,678,1428,97,0
AA,AA2344,DFW,ORD,802,1239,162,66
AA,AA2345,ORD,DFW,802,1832,133,5
AA,AA2348,DFW,ORD,802,1251,139,10
AA,AA2352,ORD,JFK,740,1816,143,100
AA,AA2353,PHL,ORD,678,1658,149,2
AA,AA2356,DFW,ORD,802,1604,147,62
AA,AA2357,ORD,DFW,802,2155,131,81
AA,AA2360,ORD,MSP,334,2137,73,105
AA,AA2361,ORD,DFW,802,2158,134,47
AA,AA2363,ORD,HDN,1009,1333,161,34
AA,AA2364,ORD,RDU,647,2104,98,32
AA,AA2368,DFW,ORD,802,1835,171,41
AA,AA2374,DFW,ORD,802,2018,158,46
AA,AA2375,ORD,EGE,1007,919,157,16
AA,AA2376,DFW,ORD,802,2206,124,35
AA,AA2378,ORD,MIA,1197,1845,170,150
AA,AA2394,ATL,LGA,761,1936,112,-12
AA,AA2396,EGE,EWR,1725,905,252,77
AA,AA2397,EWR,EGE,1725,1610,271,71
AA,AA2402,AUS,ORD,978,1755,199,59
AA,AA2404,DFW,BWI,1217,2145,150,5
AA,AA2418,DFW,TUL,237,1910,58,13
AA,AA2435,ORD,PHX,1440,1229,218,-3
AA,AA2442,LAX,DFW,1235,1214,181,5
AA,AA2445,RSW,DFW,1017,1125,186,36
AA,AA2446,LAX,DFW,1235,1301,176,2
AA,AA2450,LAX,DFW,1235,1556,178,109
AA,AA2452,LAX,DFW,1235,1552,171,28
AA,AA2454,LAX,DFW,1235,136,157,13
AA,AA2455,ORD,PHX,1440,744,219,18
AA,AA2458,LAX,DFW,1235,1831,160,76
AA,AA2467,MCO,STL,880,1942,159,16
AA,AA2468,LAX,DFW,1235,2100,162,77
AA,AA2472,MIA,BOS,1258,1854,166,-10
AA,AA2477,DFW,LAX,1235,2010,201,26
AA,AA2479,MSP,DFW,852,1746,157,8
AA,AA2481,ORD,PHX,1440,1103,220,58
AA,AA2487,ORD,PHX,1440,1742,220,2
AA,AA2491,ORD,AUS,978,2247,146,53
AA,AA2493,MIA,DFW,1121,2055,179,109
AA,AA2495,ORD,MCI,403,1008,105,48
AQ,AQ26,LIH,HNL,102,1427,29,22
AQ,AQ43,ITO,HNL,216,921,53,112
AQ,AQ46,HNL,ITO,216,1806,41,41
AQ,AQ47,ITO,HNL,216,1908,49,35
AQ,AQ72,OGG,KOA,84,1245,28,8
AQ,AQ86,HNL,KOA,163,2034,38,34
AQ,AQ87,KOA,HNL,163,2135,47,37
AQ,AQ89,KOA,HNL,163,2013,37,25
AQ,AQ90,HNL,KOA,163,1142,46,15
AQ,AQ93,OGG,HNL,100,1710,26,52
AQ,AQ209,OGG,HNL,100,1445,46,22
AQ,AQ215,OGG,HNL,100,1540,28,24
AQ,AQ217,HNL,LIH,102,1312,47,22
AQ,AQ224,HNL,OGG,100,1610,39,22
AQ,AQ225,OGG,HNL,100,1733,34,33
AQ,AQ228,LIH,HNL,102,1926,32,14
AQ,AQ229,OGG,HNL,100,2150,37,18
AQ,AQ244,HNL,OGG,100,1412,51,21
AQ,AQ246,HNL,ITO,216,1031,56,106
AQ,AQ247,ITO,HNL,216,1141,53,97
AQ,AQ271,KOA,HNL,163,1420,35,5
AQ,AQ441,LAS,OAK,407,607,83,0
AQ,AQ442,HNL,OAK,2409,1509,302,4
AQ,AQ468,OGG,SMF,2404,1725,288,42
AQ,AQ474,OGG,OAK,2349,1447,291,0
AQ,AQ475,SAN,OGG,2541,902,327,24
AQ,AQ476,OGG,SAN,2541,1612,286,43
AQ,AQ481,RNO,SNA,415,710,77,-3
AQ,AQ484,OGG,SNA,2513,1340,285,-6
AQ,AQ485,SNA,KOA,2530,912,361,13
AQ,AQ486,KOA,SNA,2530,1440,284,-11
AS,AS511,SAN,SEA,1050,2011,157,63
AS,AS571,SEA,DEN,1024,753,152,22
AS,AS518,SEA,SAN,1050,1702,159,97
AS,AS580,SEA,SAN,1050,1306,165,26
AS,AS292,SEA,LAX,954,1050,159,28
AS,AS478,SEA,PSP,987,1610,160,20
AS,AS811,DFW,SEA,1660,717,286,33
AS,AS539,DEN,SEA,1024,1211,177,5
AS,AS295,SFO,SEA,679,1935,115,2
AS,AS413,SMF,SEA,605,1816,100,14
AS,AS517,LAX,SEA,954,1013,164,136
AS,AS60,JNU,KTN,234,718,66,7
AS,AS67,SIT,JNU,95,1929,39,37
AS,AS334,SEA,OAK,671,1118,118,14
AS,AS374,SEA,ONT,956,1835,151,12
AS,AS521,DEN,PDX,992,1735,168,17
AS,AS375,SJC,SEA,697,1900,121,18
AS,AS686,SEA,LAS,866,1210,165,38
AS,AS332,SEA,SJC,697,1613,133,33
AS,AS195,SEA,ANC,1449,1801,203,-17
AS,AS670,SEA,LAS,866,1820,150,7
AS,AS578,SEA,DEN,1024,1917,163,33
AS,AS467,PSP,SEA,987,1555,158,18
AS,AS693,LAS,SEA,866,1538,149,29
AS,AS540,PDX,SAN,933,1616,144,7
AS,AS357,OAK,SEA,671,1353,109,2
AS,AS468,SEA,LAX,954,1739,160,28
AS,AS391,LAX,SFO,337,2108,68,-2
AS,AS748,SEA,PHX,1107,1018,169,6
AS,AS118,SEA,LAX,954,1253,160,8
AS,AS20,SEA,ORD,1721,854,242,26
AS,AS604,SEA,RNO,564,1012,113,21
AS,AS28,SEA,ORD,1721,1124,284,85
AS,AS235,SFO,PDX,550,1848,93,7
AS,AS29,ORD,SEA,1721,1911,278,83
AS,AS714,SEA,PHX,1107,1804,183,122
AS,AS600,PDX,LAS,762,1958,129,21
AS,AS396,SEA,OAK,671,2144,132,87
AS,AS513,LAX,SEA,954,1418,145,28
AS,AS660,SEA,LAS,866,2137,140,16
AS,AS358,SEA,BUR,937,1901,159,21
AS,AS407,OAK,PDX,543,854,89,50
AS,AS536,SEA,SAN,1050,1946,163,13
AS,AS506,SEA,ONT,956,1317,154,14
AS,AS435,ONT,SEA,956,1626,143,-11
AS,AS360,SEA,LGB,965,1448,157,48
AS,AS437,DEN,SEA,1024,1626,186,27
AS,AS404,SEA,BUR,937,1232,152,19
AS,AS561,BUR,SEA,937,1545,141,2
AS,AS436,PDX,LAX,834,1110,142,47
AS,AS350,SEA,BUR,937,1526,155,40
AS,AS342,SEA,LGB,965,1921,169,39
AS,AS365,BUR,SEA,937,1843,141,26
AS,AS359,OAK,SEA,671,1242,128,21
AS,AS131,ORD,ANC,2846,2209,405,158
AS,AS89,SEA,ANC,1449,2210,196,0
AS,AS75,SEA,JNU,909,1214,158,59
AS,AS854,LIH,SEA,2701,2343,339,7
AS,AS337,LGB,SEA,965,1810,144,22
AS,AS718,SEA,PHX,1107,1337,163,11
AS,AS677,LAS,SEA,866,2136,139,-6
AS,AS101,PDX,ANC,1542,2133,215,-12
AS,AS119,SEA,ANC,1449,2007,203,-3
AS,AS512,SEA,LAX,954,2209,148,14
AS,AS386,SEA,OAK,671,1006,121,21
AS,AS443,ONT,SEA,956,1341,143,167
AS,AS801,BOS,PDX,2537,1710,374,54
AS,AS65,PSG,JNU,123,1157,91,84
AS,AS503,RNO,SEA,564,1236,113,6
AS,AS715,PHX,SEA,1107,1523,170,18
AS,AS601,LAS,PDX,762,2247,124,2
AS,AS721,PHX,SEA,1107,2242,180,118
AS,AS23,ORD,SEA,1721,1542,278,6
AS,AS390,SEA,SMF,605,1536,108,12
AS,AS555,PSP,SEA,987,1929,148,-16
AS,AS115,SEA,ANC,1449,2211,203,-16
AS,AS15,BOS,SEA,2496,1818,379,14
AS,AS7,EWR,SEA,2401,1809,356,2
AS,AS66,YAK,JNU,199,1843,54,17
AS,AS64,PSG,WRG,31,1549,30,14
AS,AS61,SEA,JNU,909,816,146,-6
AS,AS707,PHX,PDX,1009,1837,158,-8
AS,AS385,OAK,PDX,543,1746,86,35
AS,AS808,SEA,DFW,1660,1122,216,0
AS,AS731,PHX,SEA,1107,1807,175,7
AS,AS2,SEA,DCA,2329,1406,298,18
AS,AS6,LAX,DCA,2311,1312,286,-1
AS,AS22,SEA,ORD,1721,1405,313,172
AS,AS723,PHX,SEA,1107,834,179,11
AS,AS379,SJC,PDX,569,1611,91,-5
AS,AS21,ORD,SEA,1721,812,267,-2
AS,AS538,PDX,SAN,933,1016,164,34
AS,AS719,PHX,PDX,1009,759,162,23
AS,AS428,SEA,SJC,697,1324,133,15
AS,AS9,MCO,SEA,2553,916,390,35
AS,AS325,GEG,SEA,224,612,66,18
AS,AS76,JNU,SEA,909,1440,164,80
AS,AS87,SEA,ANC,1449,1033,192,-6
AS,AS95,SEA,ANC,1449,1305,191,22
AS,AS82,SEA,SFO,679,1605,127,17
AS,AS329,GEG,SEA,224,1950,64,6
AS,AS333,SFO,SEA,679,1855,111,3
AS,AS433,SNA,OAK,371,1625,74,9
AS,AS496,SEA,SNA,978,1006,155,8
AS,AS486,SEA,SNA,978,1256,172,24
AS,AS550,SEA,SAN,1050,1150,169,73
AS,AS525,DEN,SEA,1024,1918,178,12
AS,AS753,PHX,SEA,1107,719,181,19
AS,AS368,PDX,SMF,479,1759,93,44
AS,AS231,LAX,SEA,954,2121,140,-17
AS,AS321,SNA,OAK,371,1929,79,1
AS,AS504,PDX,SAN,933,2126,143,95
AS,AS341,SFO,PDX,550,2021,89,10
AS,AS582,SEA,DEN,1024,1502,153,15
AS,AS481,SNA,SEA,978,1528,151,-4
AS,AS3,DCA,SEA,2329,1803,354,15
AS,AS575,SAN,SEA,1050,1339,151,6
AS,AS429,SAN,PDX,933,1517,132,46
AS,AS803,MCO,PDX,2534,831,396,57
AS,AS389,SMF,PDX,479,2002,83,27
B6,B61264,AUS,BOS,1698,1337,209,2
B6,B61062,AUS,JFK,1522,1214,194,-19
B6,B61044,BNA,JFK,766,1133,115,-6
B6,B61046,BNA,JFK,766,1744,142,19
B6,B61263,BOS,AUS,1698,912,293,30
B6,B6491,BOS,DEN,1754,2044,259,25
B6,B6453,BOS,FLL,1237,1219,218,57
B6,B61253,BOS,IAD,413,916,114,22
B6,B61257,BOS,IAD,413,1627,111,25
B6,B61259,BOS,IAD,413,1851,107,17
B6,B61011,BOS,JFK,187,1517,68,5
B6,B6483,BOS,LAS,2381,2040,346,-7
B6,B6489,BOS,LGB,2602,1712,391,8
B6,B6439,BOS,MCO,1121,1636,231,72
B6,B6477,BOS,OAK,2693,1924,410,17
B6,B6429,BOS,PBI,1197,1807,237,59
B6,B61293,BOS,PIT,496,1641,127,40
B6,B61289,BOS,RIC,474,2123,122,50
B6,B61235,BOS,RSW,1249,1912,246,53
B6,B6411,BOS,SAN,2588,1748,362,40
B6,B6637,BOS,SFO,2704,1113,390,3
B6,B6147,BTV,JFK,267,1854,108,25
B6,B61218,BUF,BOS,396,1904,112,51
B6,B61119,BUF,FLL,1166,1117,215,42
B6,B61,JFK,FLL,1069,1144,195,60
B6,B6288,BUR,SLC,574,1631,98,-11
B6,B61080,CLT,JFK,541,2011,116,27
B6,B61084,CLT,JFK,541,959,106,1
B6,B61086,CLT,JFK,541,1405,85,38
B6,B6490,DEN,BOS,1754,2357,224,29
B6,B6505,EWR,FLL,1065,942,186,-12
B6,B6509,EWR,FLL,1065,1321,202,35
B6,B6511,EWR,FLL,1065,1805,198,63
B6,B6515,EWR,FLL,1065,2215,202,105
B6,B6525,EWR,MCO,938,1624,189,63
B6,B6527,EWR,MCO,938,1903,189,72
B6,B6529,EWR,MCO,938,2145,205,60
B6,B6547,EWR,PBI,1024,1922,183,71
B6,B6454,FLL,BOS,1237,1655,167,48
B6,B6456,FLL,BOS,1237,1946,167,19
B6,B6458,FLL,BOS,1237,2158,158,37
B6,B6460,FLL,BOS,1237,1408,186,10
B6,B61120,FLL,BUF,1166,1528,175,33
B6,B6502,FLL,EWR,1065,631,147,3
B6,B6504,FLL,EWR,1065,957,159,8
B6,B6506,FLL,EWR,1065,1420,180,45
B6,B6510,FLL,EWR,1065,1816,180,68
B6,B6512,FLL,EWR,1065,2153,141,-2
B6,B6584,FLL,HPN,1098,1055,166,11
B6,B6586,FLL,HPN,1098,1945,162,32
B6,B6308,IAD,LGB,2277,1430,337,14
B6,B6319,FLL,IAD,901,1734,131,20
B6,B6114,FLL,JFK,1069,957,149,43
B6,B612,FLL,JFK,1069,1243,167,44
B6,B614,FLL,JFK,1069,1728,177,31
B6,B626,FLL,JFK,1069,753,151,24
B6,B650,FLL,JFK,1069,2024,141,27
B6,B662,FLL,JFK,1069,1553,208,109
B6,B668,JFK,SYR,209,928,72,-9
B6,B6802,FLL,JFK,1069,1005,148,-2
B6,B6806,FLL,JFK,1069,2018,140,-12
B6,B6808,FLL,JFK,1069,2147,135,6
B6,B684,FLL,JFK,1069,1829,174,13
B6,B6878,FLL,JFK,1069,26,144,75
B6,B6376,FLL,LGA,1076,1304,157,8
B6,B6378,FLL,LGA,1076,1840,158,18
B6,B6382,FLL,LGA,1076,2057,159,38
B6,B6244,FLL,LGB,2327,729,347,21
B6,B6271,FLL,OAK,2575,1931,363,25
B6,B6763,FLL,PSE,1032,145,146,106
B6,B61122,FLL,RIC,805,1715,127,57
B6,B6566,FLL,SWF,1119,54,159,223
B6,B61118,FLL,SYR,1197,1827,187,29
B6,B6624,HOU,JFK,1428,1211,185,-9
B6,B6626,HOU,JFK,1428,1705,209,9
B6,B6597,HPN,MCO,972,2113,194,47
B6,B6581,HPN,PBI,1057,2217,195,172
B6,B61254,IAD,BOS,413,1146,82,6
B6,B61260,IAD,BOS,413,2120,70,6
B6,B6303,IAD,FLL,901,1459,176,35
B6,B61304,IAD,JFK,228,1102,69,8
B6,B61308,IAD,JFK,228,1401,78,19
B6,B6305,IAD,LGB,2277,1746,345,9
B6,B6337,IAD,MCO,758,1905,150,45
B6,B6315,IAD,OAK,2408,1125,346,179
B6,B6321,IAD,OAK,2408,2042,354,6
B6,B6612,JAX,JFK,829,1204,112,9
B6,B6616,JAX,JFK,829,1750,140,40
B6,B61069,JFK,AUS,1522,2109,295,65
B6,B61045,JFK,BNA,766,1531,164,29
B6,B61004,JFK,BOS,187,1002,61,-17
B6,B61008,JFK,BOS,187,1328,58,5
B6,B61010,JFK,BOS,187,1444,79,18
B6,B61014,JFK,BOS,187,1731,77,-7
B6,B6128,JFK,BTV,267,2304,72,2
B6,B6148,JFK,BTV,267,1654,75,-1
B6,B610,JFK,BUF,301,2030,84,-6
B6,B62,JFK,BUF,301,651,101,23
B6,B64,JFK,BUF,301,1000,78,-2
B6,B6359,JFK,BUR,2465,1847,375,7
B6,B61083,JFK,CLT,541,1122,136,83
B6,B61085,JFK,CLT,541,1707,138,10
B6,B61087,JFK,CLT,541,2219,124,25
B6,B61099,JFK,CMH,483,2240,105,51
B6,B6125,JFK,DEN,1626,944,255,-16
B6,B697,JFK,DEN,1626,2141,285,27
B6,B611,JFK,FLL,1069,2133,224,62
B6,B615,JFK,FLL,1069,2040,216,246
B6,B619,JFK,FLL,1069,824,208,32
B6,B647,JFK,FLL,1069,2116,220,101
B6,B667,JFK,FLL,1069,1530,205,30
B6,B669,JFK,FLL,1069,1324,188,19
B6,B681,JFK,FLL,1069,1510,210,50
B6,B6877,PWM,JFK,274,1659,138,62
B6,B6629,JFK,HOU,1428,2046,256,7
B6,B61307,JFK,IAD,228,1215,72,12
B6,B61309,JFK,IAD,228,1720,98,15
B6,B61315,JFK,IAD,228,2229,70,9
B6,B6615,JFK,JAX,829,1414,180,57
B6,B6187,JFK,LAS,2248,702,357,33
B6,B6193,LAS,LGB,231,1709,68,177
B6,B6195,JFK,LAS,2248,1916,350,19
B6,B6197,JFK,LAS,2248,917,355,14
B6,B6199,JFK,LAS,2248,2141,358,9
B6,B6209,JFK,LGB,2465,1129,380,19
B6,B6215,JFK,LGB,2465,1623,380,18
B6,B6217,JFK,LGB,2465,1853,370,23
B6,B631,JFK,MCO,944,1401,193,91
B6,B643,ROC,JFK,264,1804,143,111
B6,B645,JFK,MCO,944,816,200,31
B6,B649,JFK,MCO,944,1411,188,41
B6,B679,JFK,MCO,944,2218,195,41
B6,B6825,JFK,MCO,944,1921,197,100
B6,B6119,JFK,MSY,1182,1553,254,95
B6,B695,JFK,OAK,2576,2121,376,0
B6,B699,JFK,OAK,2576,905,389,4
B6,B6915,JFK,ORD,740,1352,181,24
B6,B6917,JFK,ORD,740,1735,166,61
B6,B6143,JFK,PBI,1028,1545,186,116
B6,B635,JFK,PBI,1028,2025,203,43
B6,B639,JFK,PBI,1028,1712,218,46
B6,B651,JFK,PBI,1028,1402,190,49
B6,B677,JFK,PBI,1028,1254,192,201
B6,B6859,JFK,PBI,1028,8,204,163
B6,B6165,JFK,PDX,2454,1931,389,0
B6,B61057,JFK,PIT,340,2241,92,1
B6,B61604,JFK,PWM,274,1330,61,-9
B6,B61608,JFK,PWM,274,2204,67,34
B6,B61103,JFK,RDU,426,746,110,4
B6,B61105,JFK,RDU,426,1234,125,34
B6,B61109,JFK,RDU,426,2221,116,35
B6,B632,TPA,JFK,1005,1237,143,30
B6,B636,JFK,ROC,264,2101,74,7
B6,B638,JFK,ROC,264,1812,83,42
B6,B6131,JFK,RSW,1074,726,204,36
B6,B6145,JFK,RSW,1074,2115,243,79
B6,B627,JFK,RSW,1074,1352,210,32
B6,B6185,JFK,SAN,2446,1830,359,4
B6,B683,JFK,SEA,2421,1932,383,-8
B6,B6647,JFK,SFO,2586,1856,397,23
B6,B6649,JFK,SFO,2586,2039,384,18
B6,B6173,JFK,SJC,2569,1754,397,-1
B6,B6701,JFK,SJU,1597,723,225,9
B6,B687,SLC,SAN,626,1735,105,10
B6,B6171,JFK,SMF,2521,2014,381,17
B6,B6345,JFK,SRQ,1041,1107,203,55
B6,B6347,JFK,SRQ,1041,1258,201,81
B6,B622,JFK,SYR,209,2359,64,54
B6,B672,JFK,SYR,209,1555,71,21
B6,B621,JFK,TPA,1005,1715,210,55
B6,B629,JFK,TPA,1005,1940,203,33
B6,B665,JFK,TPA,1005,1122,202,64
B6,B6861,JFK,TPA,1005,2201,204,52
B6,B6105,JFK,TUS,2136,1924,331,-9
B6,B6484,LAS,BOS,2381,2256,299,23
B6,B6192,LAS,JFK,2248,1042,285,2
B6,B6198,LAS,JFK,2248,1303,310,20
B6,B6381,LGA,FLL,1076,1648,197,40
B6,B6383,LGA,FLL,1076,2154,196,35
B6,B6395,LGA,MCO,950,1632,199,120
B6,B6363,LGA,PBI,1035,859,195,109
B6,B6369,LGA,PBI,1035,2243,188,120
B6,B6304,LGB,IAD,2277,1107,267,-9
B6,B6204,LGB,JFK,2465,908,341,41
B6,B6210,LGB,JFK,2465,1634,298,61
B6,B6216,LGB,JFK,2465,2155,305,15
B6,B6284,LGB,LAS,231,1638,73,7
B6,B6246,LGB,OAK,353,1240,79,9
B6,B6248,LGB,OAK,353,2029,76,5
B6,B6256,LGB,OAK,353,1653,82,160
B6,B6934,LGB,ORD,1735,1110,245,46
B6,B6938,LGB,ORD,1735,1708,240,57
B6,B6234,LGB,SLC,589,2022,95,-8
B6,B6264,LGB,SMF,387,1851,74,55
B6,B6434,MCO,BOS,1121,1037,167,7
B6,B6436,MCO,BOS,1121,1714,157,1
B6,B6438,MCO,BOS,1121,1323,162,3
B6,B6440,MCO,BOS,1121,2212,136,15
B6,B6723,MCO,BQN,1129,39,158,85
B6,B6662,MCO,BUF,1011,1229,144,-7
B6,B6522,MCO,EWR,938,1109,142,1
B6,B6524,MCO,EWR,938,1545,155,58
B6,B6526,MCO,EWR,938,2023,135,31
B6,B6528,MCO,EWR,938,2329,122,73
B6,B6596,MCO,HPN,972,1844,160,139
B6,B6598,MCO,HPN,972,2106,140,11
B6,B6334,MCO,IAD,758,1217,126,23
B6,B6338,MCO,IAD,758,2105,111,51
B6,B6154,MCO,JFK,944,2056,145,139
