nombre,genero,edad,pais,anio,evento,medalla
ihor anatoliyovych razoronov,m,34,ukraine,2004,weightlifting men's heavyweight,silver
ihor anatoliyovych razoronov,m,38,ukraine,2008,weightlifting men's heavyweight,na
yoel razvozov,m,24,israel,2004,judo men's lightweight,na
ilfat sultanovich razyapov,m,24,russia,2000,boxing men's flyweight,na
dino raa,m,25,croatia,1992,basketball men's basketball,silver
dino raa,m,29,croatia,1996,basketball men's basketball,na
shanaze danielle reade,f,19,great britain,2008,cycling women's bmx,na
shanaze danielle reade,f,23,great britain,2012,cycling women's bmx,na
brendon reading,m,27,australia,2016,athletics men's 50 kilometres walk,na
omar rebahi,m,22,algeria,2000,judo men's extra-lightweight,na
omar rebahi,m,25,algeria,2004,judo men's extra-lightweight,na
omar rebahi,m,29,algeria,2008,judo men's extra-lightweight,na
davide rebellin,m,20,italy,1992,cycling men's road race individual,na
davide rebellin,m,36,italy,2008,cycling men's road race individual,na
maria reblo-lelut,f,36,france,1992,athletics women's marathon,na
miloud rebiai,m,22,algeria,2016,football men's football,na
eljko zelly rebraa,m,24,serbia and montenegro,1996,basketball men's basketball,silver
eljko zelly rebraa,m,28,serbia and montenegro,2000,basketball men's basketball,na
elias recaido jr.,m,26,philippines,1996,boxing men's flyweight,na
mara teresa rcio garca,f,37,spain,2000,athletics women's 10000 metres,na
rita rcsei,f,20,hungary,2016,athletics women's 20 kilometres walk,na
michael wesley redd,m,28,united states,2008,basketball men's basketball,gold
catherine anne cat reddick (-whitehill),f,22,united states,2004,football women's football,gold
heike redetzky-henkel (-meier),f,28,germany,1992,athletics women's high jump,gold
shawn michael redhage,m,27,australia,2008,basketball men's basketball,na
janelle redhead,f,22,grenada,2012,athletics women's 200 metres,na
joel michael redhead,m,26,grenada,2012,athletics men's 200 metres,na
derek anthony redmond,m,26,great britain,1992,athletics men's 400 metres,na
jos antonio rdolat contreras,m,24,spain,2000,athletics men's 1500 metres,na
ramiro goben reducindo radilla,m,25,mexico,2004,boxing men's light-heavyweight,na
gary thomas reed,m,22,canada,2004,athletics men's 800 metres,na
gary thomas reed,m,26,canada,2008,athletics men's 800 metres,na
jennie idell reed (-madden),f,26,united states,2004,cycling women's sprint,na
jennie idell reed (-madden),f,30,united states,2008,cycling women's sprint,na
jennie idell reed (-madden),f,34,united states,2012,cycling women's team pursuit,silver
kate amelia reed,f,25,great britain,2008,athletics women's 10000 metres,na
matthew john matty reed,m,32,united states,2008,triathlon men's olympic distance,na
shane reed,m,35,new zealand,2008,triathlon men's olympic distance,na
rosalind jane roz reekie-may,f,20,new zealand,1992,cycling women's road race individual,na
rosalind jane roz reekie-may,f,28,new zealand,2000,cycling women's road race individual,na
brittney davon reese,f,21,united states,2008,athletics women's long jump,na
brittney davon reese,f,25,united states,2012,athletics women's long jump,gold
brittney davon reese,f,29,united states,2016,athletics women's long jump,silver
aishath reesha,f,19,maldives,2008,athletics women's 800 metres,na
stavros steve refenes,m,22,australia,1992,football men's football,na
hazel-ann regis,f,19,grenada,2000,athletics women's 400 metres,na
hazel-ann regis,f,23,grenada,2004,athletics women's 400 metres,na
john paul lyndon regis,m,25,great britain,1992,athletics men's 200 metres,na
john paul lyndon regis,m,29,great britain,1996,athletics men's 200 metres,na
nicole regnier palacios,f,21,colombia,2016,football women's football,na
youcef reguigui,m,26,algeria,2016,cycling men's road race individual,na
jan ehula,m,26,czech republic,2000,triathlon men's olympic distance,bronze
anastasija nastja reiberger (ryzhikh-),f,30,germany,2008,athletics women's pole vault,na
elena reiche,f,20,germany,2000,modern pentathlon women's individual,na
sbastien reichenbach,m,27,switzerland,2016,cycling men's road race individual,na
david terrell reid,m,22,united states,1996,boxing men's light-middleweight,gold
richard dickson ric reid,m,26,new zealand,1996,cycling men's road race individual,na
robin neil reid,m,28,new zealand,2004,cycling men's road race individual,na
robin david reid,m,21,great britain,1992,boxing men's light-middleweight,bronze
sheila reid,f,22,canada,2012,athletics women's 5000 metres,na
patrick pat reidy,m,25,australia,1996,basketball men's basketball,na
christian reif,m,27,germany,2012,athletics men's long jump,na
brendan anthony john reilly,m,19,great britain,1992,athletics men's high jump,na
brendan anthony john reilly,m,27,ireland,2000,athletics men's high jump,na
curtis pepe reilly,m,20,united states,1992,boxing men's welterweight,na
sarah e. reilly (oxley-),f,27,ireland,2000,athletics women's 100 metres,na
sarah e. reilly (oxley-),f,27,ireland,2000,athletics women's 200 metres,na
alain reimann,m,29,switzerland,1996,athletics men's 200 metres,na
antonio manuel reina ballesteros,m,23,spain,2004,athletics men's 800 metres,na
antonio manuel reina ballesteros,m,27,spain,2008,athletics men's 800 metres,na
antonio manuel reina ballesteros,m,31,spain,2012,athletics men's 800 metres,na
reuben rory reina,m,24,united states,1992,athletics men's 5000 metres,na
theo reinhardt,m,25,germany,2016,cycling men's team pursuit 4000 metres,na
nathan james nate reinking,m,38,great britain,2012,basketball men's basketball,na
lzaro reinoso martnez,m,22,cuba,1992,wrestling men's featherweight freestyle,bronze
juho reinvall,m,27,finland,2016,judo men's extra-lightweight,na
fernando saraiva reis,m,22,brazil,2012,weightlifting men's super-heavyweight,na
fernando saraiva reis,m,26,brazil,2016,weightlifting men's super-heavyweight,na
andris reiss,m,22,latvia,2000,cycling men's road race individual,na
patrick reiter,m,23,austria,1996,judo men's half-middleweight,na
patrick reiter,m,28,austria,2000,judo men's half-middleweight,na
manuela sara rejas phowell,f,25,peru,2004,weightlifting women's super-heavyweight,na
mansur rejepow,m,30,turkmenistan,2012,weightlifting men's light-heavyweight,na
masa rejepowa,f,19,turkmenistan,2012,athletics women's 100 metres,na
salah rekik,m,27,tunisia,1992,judo men's half-middleweight,na
ivan remarenco,m,23,moldova,2012,judo men's middleweight,na
ivan remarenco,m,27,united arab emirates,2016,judo men's half-heavyweight,na
sue ellen rembao (mcneal-),f,30,united states,1992,athletics women's high jump,na
ourania rempouli,f,27,greece,2016,athletics women's marathon,na
ren cancan,f,24,china,2012,boxing women's flyweight,silver
ren cancan,f,28,china,2016,boxing women's flyweight,bronze
ren lei,f,22,china,2004,basketball women's basketball,na
ren liping,f,25,china,2004,football women's football,na
ren mengqian,f,22,china,2016,athletics women's pole vault,na
ren ruiping,f,20,china,1996,athletics women's triple jump,na
ren ruiping,f,24,china,2000,athletics women's triple jump,na
ren xiujuan,f,21,china,1996,athletics women's marathon,na
ren xiujuan,f,25,china,2000,athletics women's marathon,na
renan brito soares,m,23,brazil,2008,football men's football,bronze
wendie thrse renard,f,22,france,2012,football women's football,na
wendie thrse renard,f,26,france,2016,football women's football,na
renato soares de oliveira augusto,m,28,brazil,2016,football men's football,gold
jrmy rencurel,m,21,france,2016,cycling men's bmx,na
marleen renders (-zeelmaekers),f,27,belgium,1996,athletics women's marathon,na
marleen renders (-zeelmaekers),f,31,belgium,2000,athletics women's marathon,na
sharon susan rendle,f,26,great britain,1992,judo women's half-lightweight,bronze
sharon susan rendle,f,30,great britain,1996,judo women's half-lightweight,na
james aurelio rendn villegas,m,23,colombia,2008,athletics men's 20 kilometres walk,na
james aurelio rendn villegas,m,27,colombia,2012,athletics men's 20 kilometres walk,na
james aurelio rendn villegas,m,31,colombia,2016,athletics men's 50 kilometres walk,na
robert renner,m,22,slovenia,2016,athletics men's pole vault,na
robert john bob renney,m,21,australia,1996,wrestling men's light-heavyweight freestyle,na
els rens,f,33,belgium,2016,athletics women's marathon,na
lachlan lach renshaw,m,21,australia,2008,athletics men's 800 metres,na
mark damien renshaw,m,21,australia,2004,cycling men's points race,na
jackeline rentera castillo,f,22,colombia,2008,wrestling women's lightweight freestyle,bronze
jackeline rentera castillo,f,26,colombia,2012,wrestling women's lightweight freestyle,bronze
jackeline rentera castillo,f,30,colombia,2016,wrestling women's lightweight freestyle,na
efthymios rentzias,m,20,greece,1996,basketball men's basketball,na
carli renzi,f,29,australia,2012,judo women's lightweight,na
jozef repk,m,22,slovakia,2008,athletics men's 800 metres,na
jozef repk,m,30,slovakia,2016,athletics men's 800 metres,na
polina viktorovna repina,f,26,kazakhstan,2016,athletics women's 20 kilometres walk,na
chamara repiyallage,m,24,sri lanka,2016,judo men's lightweight,na
vasileios reppas,m,19,greece,2008,cycling men's sprint,na
vasileios reppas,m,19,greece,2008,cycling men's team sprint,na
ryan reser,m,28,united states,2008,judo men's lightweight,na
lauri resik,m,26,estonia,1996,cycling men's road race individual,na
marie-claire restoux,f,28,france,1996,judo women's half-lightweight,gold
gustavo adolfo restrepo vsquez,m,22,colombia,1992,football men's football,na
jos manuel restrepo gonzlez,m,21,colombia,1996,wrestling men's light-flyweight freestyle,na
ximena restrepo gaviria,f,23,colombia,1992,athletics women's 400 metres,bronze
ximena restrepo gaviria,f,27,colombia,1996,athletics women's 400 metres,na
luis fernando retayud zubieta,m,22,colombia,1992,boxing men's light-flyweight,na
patricia rtiz gutirrez,f,37,mexico,2008,athletics women's marathon,na
astrid retzke,f,27,germany,2000,athletics women's heptathlon,na
aleksey mikhaylovich reunkov,m,28,russia,2012,athletics men's marathon,na
julian reus,m,28,germany,2016,athletics men's 100 metres,na
julian reus,m,28,germany,2016,athletics men's 200 metres,na
karla reuter,f,20,australia,2004,football women's football,na
giorgi revazishvili,m,21,georgia,1996,judo men's half-lightweight,na
giorgi revazishvili,m,25,georgia,2000,judo men's lightweight,na
ernesto rev serrano,m,24,cuba,2016,athletics men's triple jump,na
odalis rev jimnez,f,22,cuba,1992,judo women's middleweight,gold
odalis rev jimnez,f,26,cuba,1996,judo women's middleweight,na
milan revick,m,27,czechoslovakia,1992,wrestling men's welterweight freestyle,na
mara revuelto snchez aguilera,f,26,spain,2008,basketball women's basketball,na
quentin rew,m,28,new zealand,2012,athletics men's 50 kilometres walk,na
quentin rew,m,32,new zealand,2016,athletics men's 20 kilometres walk,na
quentin rew,m,32,new zealand,2016,athletics men's 50 kilometres walk,na
julio rey de paz,m,32,spain,2004,athletics men's marathon,na
julio rey de paz,m,36,spain,2008,athletics men's marathon,na
sergio rey revilla,m,22,spain,1992,boxing men's light-welterweight,na
alfonso reyes cabaas,m,28,spain,2000,basketball men's basketball,na
cristin eduardo reyes troncoso,m,22,chile,2008,athletics men's 200 metres,na
cristin eduardo reyes troncoso,m,25,chile,2012,athletics men's 200 metres,na
daniel antonio reyes torres,m,24,colombia,1996,boxing men's flyweight,na
diego antonio reyes rosales,m,19,mexico,2012,football men's football,gold
faustino reyes lpez,m,17,spain,1992,boxing men's featherweight,silver
felipe reyes cabaas,m,24,spain,2004,basketball men's basketball,na
felipe reyes cabaas,m,28,spain,2008,basketball men's basketball,silver
felipe reyes cabaas,m,32,spain,2012,basketball men's basketball,silver
felipe reyes cabaas,m,36,spain,2016,basketball men's basketball,bronze
kyle reyes,m,22,canada,2016,judo men's half-heavyweight,na
pedro antonio reyes gonzlez,m,27,chile,2000,football men's football,bronze
playter reyes medina,m,29,dominican republic,2000,weightlifting men's super-heavyweight,na
sonia reyes sez,f,27,spain,2004,taekwondo women's featherweight,na
sergio ricardo  reyes jr.,m,22,united states,1992,boxing men's bantamweight,na
claudio alejandro reyna,m,19,united states,1992,football men's football,na
claudio alejandro reyna,m,23,united states,1996,football men's football,na
kimball peter kim reynierse,m,31,aruba,1992,athletics men's marathon,na
harry lee butch reynolds jr.,m,32,united states,1996,athletics men's 400 metres,na
laura reynolds,f,23,ireland,2012,athletics women's 20 kilometres walk,na
lauren reynolds,f,21,australia,2012,cycling women's bmx,na
lauren reynolds,f,25,australia,2016,cycling women's bmx,na
hossein reza zadeh,m,22,iran,2000,weightlifting men's super-heavyweight,gold
hossein reza zadeh,m,26,iran,2004,weightlifting men's super-heavyweight,gold
ali reza rezaei,m,28,iran,2004,wrestling men's super-heavyweight freestyle,silver
bijan rezaei,m,27,sweden,1992,weightlifting men's heavyweight i,na
renato rezende,m,21,brazil,2012,cycling men's bmx,na
renato rezende,m,25,brazil,2016,cycling men's bmx,na
marta rezoagli,f,22,italy,1996,basketball women's basketball,na
rachid rguig,m,27,morocco,2008,judo men's half-lightweight,na
adnan al-rhimi,m,20,tunisia,2008,wrestling men's light-heavyweight freestyle,na
jennifer l. jen rhines,f,26,united states,2000,athletics women's 10000 metres,na
jennifer l. jen rhines,f,30,united states,2004,athletics women's marathon,na
jennifer l. jen rhines,f,34,united states,2008,athletics women's 5000 metres,na
christian rhoden,m,26,germany,2000,athletics men's high jump,na
cynthea rhodes (-patterson),f,27,united states,1996,athletics women's triple jump,na
norbert gregory greg rhymer,m,24,british virgin islands,1996,athletics men's 800 metres,na
ri chol,m,20,north korea,1996,boxing men's lightweight,na
ri jong-myong,m,27,north korea,2012,wrestling men's lightweight freestyle,na
ri kum-song,m,28,north korea,2008,athletics men's marathon,na
ri kum-suk,f,29,north korea,2008,football women's football,na
ri kyong-ok,f,24,north korea,2004,judo women's extra-lightweight,na
ri kyong-sok,m,26,north korea,2008,weightlifting men's bantamweight,na
ri sang-sim,f,24,north korea,2004,judo women's half-lightweight,na
ri song-hui,f,21,north korea,2000,weightlifting women's lightweight,silver
ri song-hui,f,25,north korea,2004,weightlifting women's lightweight,silver
tadanari (chung-sung-) ri (lee-),m,22,japan,2008,football men's football,na
ri un-gyong,f,27,north korea,2008,football women's football,na
ri un-suk,f,22,north korea,2008,football women's football,na
ri ye-gyong,f,22,north korea,2012,football women's football,na
ri yong-sam,m,23,north korea,1996,wrestling men's bantamweight freestyle,bronze
ri yong-sam,m,28,north korea,2000,wrestling men's featherweight freestyle,na
hla riabi,f,29,tunisia,2016,wrestling women's middleweight freestyle,na
kalai riadh,m,23,tunisia,1992,boxing men's bantamweight,na
kalai riadh,m,27,tunisia,1996,boxing men's bantamweight,na
josleidy ribalta alfonso,f,22,cuba,2012,athletics women's triple jump,na
ricardo domingos pires ribas,m,38,portugal,2016,athletics men's marathon,na
kimberly ribble (-orr),f,26,canada,2000,judo women's half-heavyweight,na
edson luciano ribeiro,m,23,brazil,1996,athletics men's 100 metres,na
edson luciano ribeiro,m,23,brazil,1996,athletics men's 200 metres,na
maria fernanda moreira ribeiro,f,23,portugal,1992,athletics women's 3000 metres,na
maria fernanda moreira ribeiro,f,27,portugal,1996,athletics women's 10000 metres,gold
maria fernanda moreira ribeiro,f,31,portugal,2000,athletics women's 10000 metres,bronze
maria fernanda moreira ribeiro,f,35,portugal,2004,athletics women's 10000 metres,na
jorge miguel de oliveira ribeiro,m,22,portugal,2004,football men's football,na
mauro ribeiro,m,32,brazil,1996,cycling men's road race individual,na
nuno jorge gaspar ribeiro,m,26,portugal,2004,cycling men's road race individual,na
nuno jorge gaspar ribeiro,m,30,portugal,2008,cycling men's road race individual,na
christophe riblon,m,27,france,2008,cycling men's team pursuit 4000 metres,na
christophe riblon,m,27,france,2008,cycling men's points race,na
simplice ribouem,m,33,australia,2016,weightlifting men's middle-heavyweight,na
danilson ricciuli,m,21,guinea bissau,2004,athletics men's 400 metres,na
grant rex rice,m,24,australia,1992,cycling men's road race individual,na
grant rex rice,m,24,australia,1992,cycling men's 100 kilometres team time trial,na
michael rich,m,22,germany,1992,cycling men's 100 kilometres team time trial,gold
michael rich,m,26,germany,1996,cycling men's road race individual,na
michael rich,m,26,germany,1996,cycling men's individual time trial,na
michael rich,m,34,germany,2004,cycling men's road race individual,na
michael rich,m,34,germany,2004,cycling men's individual time trial,na
pascal richard,m,32,switzerland,1996,cycling men's road race individual,gold
sabrina richard,f,23,france,2000,weightlifting women's flyweight,na
micah lincoln richards,m,24,great britain,2012,football men's football,na
samantha richards,f,29,australia,2012,basketball women's basketball,bronze
alexandra angela sandie richards,f,23,jamaica,1992,athletics women's 400 metres,na
alexandra angela sandie richards,f,27,jamaica,1996,athletics women's 400 metres,na
alexandra angela sandie richards,f,31,jamaica,2000,athletics women's 400 metres,na
sanya richards-ross,f,19,united states,2004,athletics women's 400 metres,na
sanya richards-ross,f,23,united states,2008,athletics women's 400 metres,bronze
sanya richards-ross,f,27,united states,2012,athletics women's 200 metres,na
sanya richards-ross,f,27,united states,2012,athletics women's 400 metres,gold
marcia maureen richardson (-bailey),f,24,great britain,1996,athletics women's 100 metres,na
marcia maureen richardson (-bailey),f,28,great britain,2000,athletics women's 100 metres,na
peter richardson,m,22,great britain,1992,boxing men's light-welterweight,na
scott rutherford richardson,m,21,south africa,1992,cycling men's road race individual,na
scott rutherford richardson,m,21,south africa,1992,cycling men's points race,na
jillian cheryl jill richardson-briscoe,f,27,canada,1992,athletics women's 400 metres,na
maximiliano ariel richeze,m,29,argentina,2012,cycling men's road race individual,na
maximiliano ariel richeze,m,33,argentina,2016,cycling men's road race individual,na
aubrey gordon richmond,m,34,guyana,1992,cycling men's road race individual,na
aubrey gordon richmond,m,34,guyana,1992,cycling men's points race,na
mitchell james mitch richmond iii,m,31,united states,1996,basketball men's basketball,gold
nathan william mcclure richmond,m,25,new zealand,2004,triathlon men's olympic distance,na
rose marie richmond,f,23,united states,2004,athletics women's long jump,na
simona marcela richter,f,20,romania,1992,judo women's half-heavyweight,na
simona marcela richter,f,24,romania,1996,judo women's half-heavyweight,na
simona marcela richter,f,28,romania,2000,judo women's half-heavyweight,bronze
jos isidro rico rangel,m,31,mexico,1992,athletics men's marathon,na
werner riebenbauer,m,22,austria,1996,cycling men's road race individual,na
werner riebenbauer,m,26,austria,2000,cycling men's madison,na
sven riederer,m,23,switzerland,2004,triathlon men's olympic distance,bronze
sven riederer,m,27,switzerland,2008,triathlon men's olympic distance,na
sven riederer,m,31,switzerland,2012,triathlon men's olympic distance,na
sven riederer,m,35,switzerland,2016,triathlon men's olympic distance,na
jonathan riekmann,m,28,brazil,2016,athletics men's 50 kilometres walk,na
mariya vitalivna riemien,f,24,ukraine,2012,athletics women's 200 metres,na
monique riesterer (-ludwigs),f,28,germany,2000,weightlifting women's super-heavyweight,na
tmas riether scholtesen,m,28,chile,1992,athletics men's pole vault,na
mara romary rifka gonzlez,f,33,mexico,2004,athletics women's high jump,na
mara romary rifka gonzlez,f,37,mexico,2008,athletics women's high jump,na
sofia riga,f,28,greece,2016,athletics women's marathon,na
antoine roger rigaudeau,m,28,france,2000,basketball men's basketball,silver
elisa rigaudo,f,24,italy,2004,athletics women's 20 kilometres walk,na
elisa rigaudo,f,28,italy,2008,athletics women's 20 kilometres walk,bronze
elisa rigaudo,f,32,italy,2012,athletics women's 20 kilometres walk,na
elisa rigaudo,f,36,italy,2016,athletics women's 20 kilometres walk,na
suzanne rigg (-youngberg),f,32,great britain,1996,athletics women's marathon,na
alessandro alex righetti,m,26,italy,2004,basketball men's basketball,silver
guillermo rigondeaux ortz,m,19,cuba,2000,boxing men's bantamweight,gold
guillermo rigondeaux ortz,m,23,cuba,2004,boxing men's bantamweight,gold
bjarne lykkegrd riis,m,32,denmark,1996,cycling men's road race individual,na
bjarne lykkegrd riis,m,32,denmark,1996,cycling men's individual time trial,na
hege riise,f,27,norway,1996,football women's football,bronze
hege riise,f,31,norway,2000,football women's football,gold
pramila rijal,f,27,nepal,2012,athletics women's 100 metres,na
wanda rijo contreras,f,20,dominican republic,2000,weightlifting women's heavyweight,na
wanda rijo contreras,f,24,dominican republic,2004,weightlifting women's heavyweight,na
joshua riker-fox,m,24,canada,2008,modern pentathlon men's individual,na
alexandra lowe ali riley,f,20,new zealand,2008,football women's football,na
alexandra lowe ali riley,f,24,new zealand,2012,football women's football,na
alexandra lowe ali riley,f,28,new zealand,2016,football women's football,na
bradley geoffrey brad riley,m,26,new zealand,2000,basketball men's basketball,na
estela riley,f,31,panama,2000,judo women's heavyweight,na
jonathon p. jon riley,m,25,united states,2004,athletics men's 5000 metres,na
ruth ellen riley,f,24,united states,2004,basketball women's basketball,gold
john rillie,m,32,australia,2004,basketball men's basketball,na
nina kathy rillstone,f,33,new zealand,2008,athletics women's marathon,na
rim jong-sim,f,19,north korea,2012,weightlifting women's light-heavyweight,gold
rim jong-sim,f,23,north korea,2016,weightlifting women's heavyweight,gold
slaven rimac,m,21,croatia,1996,basketball men's basketball,na
hari kumar rimal,m,29,nepal,2016,athletics men's 5000 metres,na
michael john rimmer,m,22,great britain,2008,athletics men's 800 metres,na
michael john rimmer,m,26,great britain,2012,athletics men's 800 metres,na
michael john rimmer,m,30,great britain,2016,athletics men's 800 metres,na
donata rimait,f,20,lithuania,2008,modern pentathlon women's individual,na
donata rimait,f,28,russia,2016,modern pentathlon women's individual,na
vilma rimait,f,29,lithuania,2012,cycling women's bmx,na
hazleydi yoreli rincn torres,f,18,colombia,2012,football women's football,na
roger rinderknecht,m,27,switzerland,2008,cycling men's bmx,na
roger rinderknecht,m,31,switzerland,2012,cycling men's bmx,na
theodor thedy rinderknecht,m,34,switzerland,1992,cycling men's 100 kilometres team time trial,na
salvatore marcello rinella,m,29,italy,2004,wrestling men's middleweight freestyle,na
teddy pierre-marie riner,m,19,france,2008,judo men's heavyweight,bronze
teddy pierre-marie riner,m,23,france,2012,judo men's heavyweight,gold
teddy pierre-marie riner,m,27,france,2016,judo men's heavyweight,gold
richard ringer,m,27,germany,2016,athletics men's 5000 metres,na
jos ros ortega,m,26,spain,2000,athletics men's 10000 metres,na
jos ros ortega,m,30,spain,2004,athletics men's marathon,na
jos ros ortega,m,34,spain,2008,athletics men's marathon,na
kevin daniel rios quintana,m,19,colombia,2012,cycling men's team pursuit 4000 metres,na
martn miguel ros,m,22,argentina,2000,judo men's half-lightweight,na
mara roco ros prez,f,27,spain,1996,athletics women's marathon,na
juan romn riquelme,m,30,argentina,2008,football men's football,gold
stphane risacher,m,28,france,2000,basketball men's basketball,silver
grigore claudio rco (-rco),m,22,romania,2000,boxing men's light-heavyweight,na
jeffrey jeff riseley,m,21,australia,2008,athletics men's 1500 metres,na
jeffrey jeff riseley,m,25,australia,2012,athletics men's 800 metres,na
jeffrey jeff riseley,m,29,australia,2016,athletics men's 800 metres,na
shira rishony,f,25,israel,2016,judo women's extra-lightweight,na
aminath rishtha,f,17,maldives,1992,athletics women's 100 metres,na
bruno risi,m,27,switzerland,1996,cycling men's points race,na
bruno risi,m,32,switzerland,2000,cycling men's points race,na
bruno risi,m,32,switzerland,2000,cycling men's madison,na
bruno risi,m,35,switzerland,2004,cycling men's madison,silver
bruno risi,m,39,switzerland,2008,cycling men's madison,na
kylie risk,f,22,australia,1996,athletics women's 10000 metres,na
kylie risk,f,26,australia,2000,athletics women's 10000 metres,na
martin rika,m,25,slovakia,2000,cycling men's road race individual,na
martin rika,m,29,slovakia,2004,cycling men's road race individual,na
hristina risteska,f,20,macedonia,2012,athletics women's 400 metres,na
anelko ristievi,m,30,serbia,2016,athletics men's marathon,na
sofia julia rito enocksson,f,30,uruguay,2016,weightlifting women's featherweight,na
rpd ritter,m,21,hungary,1996,wrestling men's welterweight freestyle,na
rpd ritter,m,25,hungary,2000,wrestling men's middleweight freestyle,na
rpd ritter,m,29,hungary,2004,wrestling men's middleweight freestyle,na
martina ritter,f,33,austria,2016,cycling women's road race individual,na
martin rittsel,m,29,sweden,2000,cycling men's road race individual,na
martin rittsel,m,29,sweden,2000,cycling men's individual time trial,na
dathan james ritzenhein,m,21,united states,2004,athletics men's 10000 metres,na
dathan james ritzenhein,m,25,united states,2008,athletics men's marathon,na
dathan james ritzenhein,m,29,united states,2012,athletics men's 10000 metres,na
eddy riva,m,31,france,2004,athletics men's 50 kilometres walk,na
eddy riva,m,35,france,2008,athletics men's 50 kilometres walk,na
victor borba rivaldo ferreira,m,24,brazil,1996,football men's football,bronze
claudio rivalta,m,22,italy,2000,football men's football,na
betsi gabriela rivas arteaga,f,25,venezuela,2012,weightlifting women's flyweight,na
claudia rivas vega,f,23,mexico,2012,triathlon women's olympic distance,na
claudia rivas vega,f,27,mexico,2016,triathlon women's olympic distance,na
juan ramn rivas contreras,m,26,puerto rico,1992,basketball men's basketball,na
juan ramn rivas contreras,m,30,puerto rico,1996,basketball men's basketball,na
lina marcela rivas ordez,f,22,colombia,2012,weightlifting women's lightweight,na
lina marcela rivas ordez,f,26,colombia,2016,weightlifting women's lightweight,na
scar andrs rivas torres,m,21,colombia,2008,boxing men's super-heavyweight,na
heriberto eddie rivera,m,26,puerto rico,1996,basketball men's basketball,na
edgar alejandro rivera morales,m,25,mexico,2016,athletics men's high jump,na
evelin rivera blanquet,f,18,colombia,2016,athletics women's 100 metres,na
jaime belarmino rivera rosales,m,22,honduras,2000,football men's football,na
jorge rivera,m,30,puerto rico,2004,basketball men's basketball,na
luis alberto rivera morales,m,25,mexico,2012,athletics men's long jump,na
ruth rivera felix,f,22,puerto rico,2000,weightlifting women's light-heavyweight,na
mary antoinette toni rivero,f,16,philippines,2004,taekwondo women's welterweight,na
mary antoinette toni rivero,f,20,philippines,2008,taekwondo women's welterweight,na
brbara catalina riveros daz,f,21,chile,2008,triathlon women's olympic distance,na
brbara catalina riveros daz,f,24,chile,2012,triathlon women's olympic distance,na
brbara catalina riveros daz,f,29,chile,2016,triathlon women's olympic distance,na
hussain riyaz,m,17,maldives,1992,athletics men's 800 metres,na
hussain riyaz,m,21,maldives,1996,athletics men's 1500 metres,na
emil rizk,m,22,egypt,1992,boxing men's lightweight,na
monder rizki,m,24,belgium,2004,athletics men's 5000 metres,na
monder rizki,m,28,belgium,2008,athletics men's 5000 metres,na
nicholas anthony nick rizzo,m,21,australia,2000,football men's football,na
miko rnjakovi,m,28,individual olympic athletes,1992,cycling men's road race individual,na
miko rnjakovi,m,28,individual olympic athletes,1992,cycling men's 100 kilometres team time trial,na
ro chol-ok,f,19,north korea,2012,football women's football,na
ro hyon-il,m,23,north korea,1992,weightlifting men's featherweight,na
andrs felipe roa estrada,m,23,colombia,2016,football men's football,na
melanie roach,f,33,united states,2008,weightlifting women's featherweight,na
ricardo roach gonzlez,m,27,chile,2000,athletics men's 200 metres,na
fatuma roba,f,22,ethiopia,1996,athletics women's marathon,gold
fatuma roba,f,26,ethiopia,2000,athletics women's marathon,na
karol robak,m,18,poland,2016,taekwondo men's featherweight,na
curtis alexander robb,m,20,great britain,1992,athletics men's 800 metres,na
curtis alexander robb,m,24,great britain,1996,athletics men's 800 metres,na
catherine roberge,f,22,canada,2004,judo women's middleweight,na
patrick pat roberge,m,21,canada,1992,judo men's half-heavyweight,na
sophie roberge,f,26,canada,2000,judo women's half-middleweight,na
roberto carlos da silva,m,23,brazil,1996,football men's football,bronze
craig roberts,m,28,canada,1996,wrestling men's lightweight freestyle,na
gil roberts,m,27,united states,2016,athletics men's 400 metres,na
ian roberts,m,26,guyana,2000,athletics men's 800 metres,na
karen ann roberts,f,23,great britain,2000,judo women's half-middleweight,na
kate katie roberts,f,25,south africa,2008,triathlon women's olympic distance,na
kate katie roberts,f,29,south africa,2012,triathlon women's olympic distance,na
luke justin roberts,m,23,australia,2000,cycling men's individual pursuit 4000 metres,na
luke justin roberts,m,27,australia,2004,cycling men's individual pursuit 4000 metres,na
luke justin roberts,m,27,australia,2004,cycling men's team pursuit 4000 metres,gold
luke justin roberts,m,31,australia,2008,cycling men's team pursuit 4000 metres,na
stevon e. roberts,m,21,barbados,1992,athletics men's 800 metres,na
tiffany marie roberts (-sahaydak),f,19,united states,1996,football women's football,gold
adrian robertson,m,26,australia,2000,judo men's extra-lightweight,na
peter john robertson,m,24,australia,2000,triathlon men's olympic distance,na
peter john robertson,m,28,australia,2004,triathlon men's olympic distance,na
ricky robertson,m,25,united states,2016,athletics men's high jump,na
zane robertson,m,26,new zealand,2016,athletics men's 10000 metres,na
ricardo antonio roberty moreno,m,29,venezuela,2012,wrestling men's middleweight freestyle,na
brett robinson,m,25,australia,2016,athletics men's 5000 metres,na
daniel stephen rowley dan robinson,m,29,great britain,2004,athletics men's marathon,na
daniel stephen rowley dan robinson,m,33,great britain,2008,athletics men's marathon,na
david maurice robinson,m,26,united states,1992,basketball men's basketball,gold
david maurice robinson,m,30,united states,1996,basketball men's basketball,gold
